customer_id,company_size,subscription_plan,months_active,monthly_revenue,days_since_last_login,monthly_logins,features_used,support_tickets,satisfaction_score,payment_failures,churned
CUST_00805,Medium,Basic,1,29,9,8,1,1,3.6,2,True
CUST_00806,Large,Basic,1,29,1,16,4,3,5.0,0,True
CUST_00807,Medium,Basic,31,29,2,6,2,1,5.0,0,True
CUST_00808,Small,Basic,11,29,4,3,6,2,5.0,0,True
CUST_00809,Medium,Pro,3,99,3,18,6,2,3.9,0,False
CUST_00810,Small,Basic,4,29,0,7,1,1,5.0,0,False
CUST_00811,Medium,Pro,3,99,0,9,3,2,3.8,0,False
CUST_00812,Small,Enterprise,17,299,7,10,1,2,3.7,1,False
CUST_00813,Small,Basic,34,29,0,7,5,0,3.7,0,False
CUST_00814,Small,Pro,1,99,0,3,5,0,3.1,0,False
CUST_00815,Small,Pro,7,99,2,11,1,0,4.3,0,False
CUST_00816,Small,Enterprise,2,299,2,9,8,1,4.3,0,False
CUST_00817,Medium,Pro,1,99,2,12,3,1,3.5,0,False
CUST_00818,Small,Pro,15,99,5,8,1,2,5.0,1,True
CUST_00819,Medium,Pro,1,99,8,6,1,3,2.6,0,False
CUST_00820,Medium,Pro,6,99,9,7,3,0,3.8,0,True
CUST_00821,Small,Basic,1,29,7,14,1,1,3.9,0,False
CUST_00822,Medium,Pro,1,99,1,9,5,1,4.7,0,False
CUST_00823,Small,Basic,16,29,7,14,2,1,3.6,1,True
CUST_00824,Medium,Basic,1,29,0,12,2,1,3.3,0,False
CUST_00825,Small,Basic,2,29,0,14,3,2,5.0,0,False
CUST_00826,Small,Basic,7,29,4,5,9,0,3.5,0,False
CUST_00827,Small,Pro,3,99,4,9,1,4,3.1,0,False
CUST_00828,Medium,Basic,3,29,0,9,2,0,4.7,0,True
CUST_00829,Small,Basic,2,29,14,25,3,1,3.9,0,False
CUST_00830,Large,Basic,3,29,3,4,3,3,5.0,0,False
CUST_00831,Small,Basic,4,29,0,9,1,2,2.9,0,True
CUST_00832,Small,Pro,1,99,0,4,5,1,5.0,0,True
CUST_00833,Small,Basic,2,29,20,16,3,1,3.0,0,True
CUST_00834,Medium,Pro,19,99,3,5,4,1,3.2,1,True
CUST_00835,Medium,Pro,9,99,1,5,6,3,4.9,0,False
CUST_00836,Small,Enterprise,1,299,3,6,4,1,2.6,2,True
CUST_00837,Small,Basic,1,29,16,2,2,1,3.6,0,True
CUST_00838,Small,Enterprise,8,299,2,11,4,1,3.9,0,False
CUST_00839,Large,Basic,1,29,4,5,3,2,3.8,1,True
CUST_00840,Large,Basic,17,29,10,10,9,0,4.7,1,False
CUST_00841,Large,Pro,1,99,0,12,8,0,5.0,1,True
CUST_00842,Medium,Pro,5,99,1,10,2,1,3.6,0,True
CUST_00843,Small,Basic,3,29,1,4,4,1,5.0,0,False
CUST_00844,Small,Basic,20,29,4,12,4,0,4.4,1,False
CUST_00845,Small,Basic,5,29,1,11,10,1,3.6,0,False
CUST_00846,Small,Basic,2,29,9,16,2,3,5.0,0,True
CUST_00847,Medium,Pro,9,99,15,13,3,0,4.2,0,False
CUST_00848,Small,Basic,11,29,0,2,9,2,2.6,0,True
CUST_00849,Small,Basic,6,29,0,17,1,2,4.4,0,False
CUST_00850,Small,Basic,11,29,3,7,6,2,3.8,1,True
CUST_00851,Medium,Basic,14,29,0,7,1,2,4.4,0,False
CUST_00852,Medium,Basic,11,29,3,18,1,1,4.3,0,True
CUST_00853,Medium,Basic,10,29,0,9,3,0,5.0,0,False
CUST_00854,Medium,Pro,4,99,0,3,10,1,5.0,2,True
CUST_00855,Small,Basic,25,29,2,7,4,2,3.8,0,False
CUST_00856,Medium,Basic,2,29,1,6,4,0,5.0,1,False
CUST_00857,Small,Basic,31,29,7,12,2,1,4.3,0,False
CUST_00858,Large,Basic,5,29,8,5,1,2,5.0,1,False
CUST_00859,Medium,Basic,7,29,1,5,2,2,4.3,1,True
CUST_00860,Small,Pro,1,99,0,14,2,0,2.4,0,True
CUST_00861,Small,Basic,1,29,2,6,1,0,5.0,1,True
CUST_00862,Small,Basic,16,29,0,15,7,1,4.6,0,False
CUST_00863,Small,Pro,9,99,4,6,10,2,2.6,0,False
CUST_00864,Small,Basic,9,29,1,6,4,0,4.2,0,False
CUST_00865,Medium,Basic,38,29,20,13,2,0,1.1,0,True
CUST_00866,Small,Basic,5,29,7,1,2,0,4.3,0,True
CUST_00867,Small,Enterprise,11,299,11,8,2,3,3.8,0,False
CUST_00868,Small,Basic,6,29,8,7,4,1,3.9,0,True
CUST_00869,Large,Basic,21,29,6,6,8,1,3.3,0,False
CUST_00870,Small,Basic,2,29,7,4,6,1,4.0,0,False
CUST_00871,Small,Basic,1,29,2,9,1,1,5.0,0,False
CUST_00872,Small,Pro,7,99,5,3,1,1,4.5,0,True
CUST_00873,Small,Pro,12,99,0,7,4,2,2.8,0,True
CUST_00874,Medium,Pro,1,99,5,3,1,1,4.6,1,True
CUST_00875,Medium,Basic,13,29,7,3,9,1,3.8,0,True
CUST_00876,Medium,Basic,2,29,9,7,2,2,4.2,1,True
CUST_00877,Medium,Basic,4,29,1,20,5,4,3.9,0,False
CUST_00878,Small,Basic,2,29,6,0,2,0,4.4,0,True
CUST_00879,Medium,Pro,3,99,19,3,2,2,4.8,1,False
CUST_00880,Medium,Basic,24,29,3,3,2,2,3.3,0,True
CUST_00881,Medium,Enterprise,9,299,1,9,4,0,3.6,0,False
CUST_00882,Small,Basic,11,29,23,5,1,0,3.2,0,True
CUST_00883,Medium,Pro,2,99,2,3,8,0,3.6,0,False
CUST_00884,Small,Basic,1,29,1,10,2,0,4.6,0,False
CUST_00885,Medium,Basic,11,29,9,10,1,2,3.6,1,True
CUST_00886,Medium,Basic,5,29,21,12,2,1,4.1,0,True
CUST_00887,Small,Basic,7,29,1,10,1,0,5.0,0,True
CUST_00888,Small,Basic,4,29,14,13,2,3,3.7,0,True
CUST_00889,Medium,Pro,6,99,5,13,4,0,4.7,0,False
CUST_00890,Medium,Basic,6,29,0,9,3,1,4.0,0,False
CUST_00891,Small,Basic,12,29,12,11,4,0,4.6,0,False
CUST_00892,Small,Basic,1,29,5,9,10,1,5.0,0,False
CUST_00893,Small,Pro,18,99,10,6,4,0,4.3,0,True
CUST_00894,Small,Pro,10,99,9,11,1,0,3.0,1,True
CUST_00895,Small,Basic,1,29,3,4,5,1,5.0,0,False
CUST_00896,Small,Basic,1,29,1,4,2,0,4.8,0,True
CUST_00897,Small,Pro,1,99,3,5,5,1,5.0,0,False
CUST_00898,Small,Basic,1,29,4,5,7,2,3.2,0,False
CUST_00899,Small,Basic,5,29,12,3,4,2,4.6,0,True
CUST_00900,Medium,Enterprise,1,299,3,12,5,1,4.9,0,False
CUST_00901,Small,Basic,1,29,5,3,3,2,3.2,2,False
CUST_00902,Medium,Pro,6,99,1,8,7,0,2.5,0,True
CUST_00903,Medium,Enterprise,11,299,5,6,2,0,3.8,0,True
CUST_00904,Small,Basic,1,29,5,6,6,0,4.4,0,False
CUST_00905,Medium,Basic,7,29,13,3,8,0,3.1,0,True
CUST_00906,Small,Basic,20,29,7,22,2,0,5.0,0,False
CUST_00907,Small,Basic,2,29,0,9,3,2,4.5,0,False
CUST_00908,Small,Pro,1,99,8,5,5,1,2.4,0,True
CUST_00909,Small,Pro,26,99,2,12,3,2,2.9,0,True
CUST_00910,Small,Basic,3,29,0,3,1,2,4.7,0,True
CUST_00911,Small,Basic,2,29,14,5,3,1,3.1,0,True
CUST_00912,Small,Pro,7,99,3,5,1,1,3.3,0,False
CUST_00913,Medium,Pro,17,99,2,15,3,1,4.5,0,False
CUST_00914,Medium,Basic,5,29,0,6,1,2,3.2,0,False
CUST_00915,Large,Basic,17,29,1,6,8,5,5.0,1,False
CUST_00916,Medium,Basic,5,29,10,6,1,0,4.9,0,False
CUST_00917,Small,Pro,6,99,2,0,4,0,5.0,0,True
CUST_00918,Medium,Basic,11,29,1,9,3,1,3.2,0,False
CUST_00919,Large,Pro,3,99,31,5,4,1,2.7,0,False
CUST_00920,Medium,Basic,32,29,6,11,1,0,4.6,1,False
CUST_00921,Large,Basic,4,29,0,8,6,1,4.8,0,True
CUST_00922,Large,Basic,23,29,2,10,4,1,2.7,1,False
CUST_00923,Medium,Basic,30,29,4,10,10,0,3.4,0,False
CUST_00924,Small,Basic,1,29,5,4,10,1,3.1,1,True
CUST_00925,Medium,Basic,6,29,19,12,3,1,2.4,0,False
CUST_00926,Small,Pro,2,99,1,11,7,2,2.3,0,False
CUST_00927,Small,Basic,24,29,4,10,6,0,3.9,0,False
CUST_00928,Small,Basic,27,29,5,3,2,0,2.9,2,True
CUST_00929,Small,Basic,1,29,1,11,1,1,4.1,0,True
CUST_00930,Medium,Basic,3,29,3,2,5,0,2.9,0,True
CUST_00931,Small,Basic,6,29,6,11,1,1,3.2,0,True
CUST_00932,Medium,Enterprise,7,299,6,2,2,0,3.9,0,True
CUST_00933,Medium,Basic,3,29,0,3,2,1,5.0,0,False
CUST_00934,Medium,Basic,2,29,3,6,3,0,2.6,3,True
CUST_00935,Small,Basic,6,29,9,8,3,0,5.0,1,False
CUST_00936,Medium,Pro,1,99,9,10,2,0,3.5,0,True
CUST_00937,Medium,Pro,3,99,2,7,6,1,5.0,0,False
CUST_00938,Large,Basic,9,29,18,6,2,2,3.8,0,True
CUST_00939,Medium,Basic,10,29,2,3,1,0,3.7,0,False
CUST_00940,Small,Pro,10,99,4,7,2,2,3.0,0,False
CUST_00941,Small,Pro,11,99,0,3,5,1,3.0,0,True
CUST_00942,Medium,Basic,3,29,1,4,1,1,5.0,0,False
CUST_00943,Medium,Pro,6,99,13,8,5,0,4.0,0,True
CUST_00944,Small,Pro,6,99,5,25,1,0,5.0,0,True
CUST_00945,Small,Enterprise,1,299,1,14,3,1,2.4,1,True
CUST_00946,Medium,Basic,4,29,3,3,3,0,1.2,1,True
CUST_00947,Medium,Basic,47,29,10,3,1,1,2.9,1,True
CUST_00948,Large,Basic,1,29,4,10,6,2,4.2,0,False
CUST_00949,Small,Basic,2,29,4,10,1,0,4.4,0,True
CUST_00950,Medium,Basic,1,29,0,6,1,0,5.0,0,False
CUST_00951,Large,Basic,14,29,0,4,3,2,4.5,1,True
CUST_00952,Medium,Basic,3,29,0,13,3,1,2.1,0,False
CUST_00953,Small,Basic,11,29,12,4,5,2,4.5,1,True
CUST_00954,Medium,Basic,1,29,23,16,7,1,3.3,1,True
CUST_00955,Small,Basic,2,29,2,5,3,2,4.1,1,False
CUST_00956,Small,Basic,15,29,0,7,10,1,3.5,0,False
CUST_00957,Small,Pro,1,99,0,17,4,2,2.4,1,True
CUST_00958,Small,Basic,1,29,9,26,3,1,4.2,1,True
CUST_00959,Small,Basic,2,29,2,10,4,1,3.8,0,False
CUST_00960,Medium,Pro,1,99,2,9,2,1,4.6,0,True
CUST_00961,Medium,Basic,3,29,4,1,7,3,5.0,0,True
CUST_00962,Small,Enterprise,8,299,0,20,5,0,3.3,1,True
CUST_00963,Small,Basic,4,29,12,7,6,0,3.5,0,False
CUST_00964,Small,Basic,3,29,5,5,9,0,1.9,0,True
CUST_00965,Medium,Basic,4,29,0,7,2,1,3.9,0,False
CUST_00966,Large,Basic,1,29,0,0,6,1,4.4,0,True
CUST_00967,Small,Pro,6,99,5,17,5,1,5.0,1,True
CUST_00968,Small,Basic,11,29,1,16,2,1,5.0,1,True
CUST_00969,Small,Basic,2,29,17,1,6,0,4.0,0,True
CUST_00970,Medium,Enterprise,2,299,7,15,4,1,2.9,0,True
CUST_00971,Large,Pro,10,99,3,4,3,2,4.4,0,True
CUST_00972,Small,Basic,12,29,1,5,9,0,3.8,3,True
CUST_00973,Small,Basic,3,29,15,11,6,1,3.6,0,False
CUST_00974,Medium,Basic,3,29,24,11,1,0,4.7,0,True
CUST_00975,Small,Basic,3,29,8,7,1,0,3.1,0,False
CUST_00976,Small,Basic,13,29,7,7,8,2,2.1,0,True
CUST_00977,Small,Basic,9,29,0,13,6,3,4.1,1,False
CUST_00978,Small,Enterprise,5,299,8,10,1,0,3.3,0,True
CUST_00979,Small,Basic,7,29,1,7,1,0,5.0,0,False
CUST_00980,Small,Basic,5,29,2,2,9,2,2.6,0,True
CUST_00981,Small,Basic,4,29,0,6,10,0,4.2,0,False
CUST_00982,Large,Basic,16,29,3,8,1,3,3.0,0,False
CUST_00983,Small,Pro,2,99,5,6,6,0,4.3,0,False
CUST_00984,Medium,Basic,2,29,12,8,7,0,4.8,1,True
CUST_00985,Medium,Basic,26,29,0,12,2,1,3.6,1,True
CUST_00986,Large,Basic,10,29,8,10,3,0,4.8,0,True
CUST_00987,Medium,Basic,1,29,0,9,7,0,4.1,0,False
CUST_00988,Medium,Basic,15,29,0,9,3,1,3.9,0,False
CUST_00989,Large,Enterprise,11,299,17,5,3,0,4.6,1,False
CUST_00990,Medium,Enterprise,21,299,7,2,3,2,2.6,0,True
CUST_00991,Small,Basic,1,29,9,4,1,0,3.4,0,True
CUST_00992,Medium,Basic,3,29,9,6,3,1,4.9,0,False
CUST_00993,Small,Pro,19,99,2,8,10,1,3.3,0,False
CUST_00994,Small,Enterprise,1,299,8,13,1,0,3.4,0,True
CUST_00995,Small,Basic,4,29,8,6,4,0,4.7,0,True
CUST_00996,Small,Pro,1,99,1,0,1,1,5.0,1,False
CUST_00997,Small,Enterprise,11,299,16,18,3,0,4.2,0,True
CUST_00998,Small,Enterprise,1,299,5,4,3,0,3.4,0,False
CUST_00999,Small,Basic,6,29,15,5,4,3,3.9,1,True
CUST_01000,Small,Basic,12,29,1,2,4,2,2.2,0,True
CUST_01001,Small,Enterprise,1,299,5,9,1,2,5.0,0,True
CUST_01002,Small,Basic,4,29,3,3,7,2,4.3,0,False
CUST_01003,Medium,Pro,2,99,0,20,6,0,4.3,0,False
CUST_01004,Large,Pro,15,99,0,6,3,0,3.9,0,False
CUST_01005,Small,Pro,13,99,13,8,5,0,2.3,0,True
CUST_01006,Large,Basic,6,29,2,10,3,1,5.0,0,True
CUST_01007,Small,Pro,10,99,4,7,4,2,4.4,1,True
CUST_01008,Small,Enterprise,2,299,10,4,2,0,5.0,1,True
CUST_01009,Medium,Basic,5,29,0,7,1,3,4.7,0,True
CUST_01010,Medium,Pro,15,99,2,6,3,2,3.9,1,False
CUST_01011,Small,Enterprise,1,299,0,15,3,1,5.0,1,False
CUST_01012,Small,Basic,4,29,0,3,2,2,4.3,0,True
CUST_01013,Small,Pro,1,99,9,12,5,0,3.2,0,False
CUST_01014,Medium,Pro,1,99,3,4,4,0,5.0,0,True
CUST_01015,Small,Basic,2,29,2,6,8,0,3.7,0,False
CUST_01016,Small,Basic,1,29,4,9,3,1,3.2,1,False
CUST_01017,Small,Basic,3,29,1,3,1,0,3.7,0,True
CUST_01018,Small,Basic,4,29,20,12,2,3,4.3,0,False
CUST_01019,Medium,Pro,9,99,7,7,4,0,4.9,1,True
CUST_01020,Small,Pro,14,99,8,3,8,1,4.1,0,False
CUST_01021,Small,Pro,1,99,0,25,2,2,4.0,0,False
CUST_01022,Medium,Basic,7,29,4,12,8,2,3.8,0,False
CUST_01023,Small,Basic,1,29,27,4,2,1,4.6,0,True
CUST_01024,Small,Basic,14,29,2,13,2,2,4.5,0,False
CUST_01025,Small,Basic,10,29,7,7,1,1,4.8,0,False
CUST_01026,Medium,Basic,17,29,25,10,1,1,3.3,0,True
CUST_01027,Small,Basic,14,29,1,12,2,0,3.2,0,False
CUST_01028,Small,Basic,11,29,11,18,2,1,4.0,1,False
CUST_01029,Medium,Basic,2,29,2,7,1,1,4.0,0,True
CUST_01030,Small,Pro,4,99,3,7,1,1,3.6,0,False
CUST_01031,Small,Basic,4,29,2,12,8,0,5.0,0,False
CUST_01032,Large,Basic,4,29,3,23,4,0,5.0,0,False
CUST_01033,Large,Pro,11,99,2,7,3,0,4.7,0,False
CUST_01034,Medium,Basic,1,29,3,7,2,0,3.2,0,False
CUST_01035,Medium,Basic,5,29,9,8,2,3,3.8,0,False
CUST_01036,Small,Pro,9,99,5,14,3,2,2.8,1,True
CUST_01037,Small,Basic,8,29,0,2,1,1,4.6,0,True
CUST_01038,Medium,Pro,6,99,7,11,8,3,4.2,0,False
CUST_01039,Small,Pro,9,99,5,2,1,0,5.0,0,True
CUST_01040,Medium,Pro,3,99,3,5,4,1,4.1,0,False
CUST_01041,Small,Pro,1,99,2,14,3,0,4.5,0,False
CUST_01042,Small,Basic,1,29,2,11,1,1,4.0,0,True
CUST_01043,Small,Basic,4,29,0,13,4,2,2.1,0,False
CUST_01044,Small,Basic,2,29,12,9,7,2,4.5,0,True
CUST_01045,Small,Pro,16,99,2,4,7,0,4.4,0,False
CUST_01046,Medium,Basic,38,29,1,8,1,2,5.0,0,False
CUST_01047,Large,Basic,4,29,19,8,3,2,5.0,0,True
CUST_01048,Large,Pro,25,99,10,2,10,1,3.9,0,False
CUST_01049,Medium,Basic,14,29,1,12,9,2,3.4,0,False
CUST_01050,Small,Pro,8,99,17,7,1,1,1.9,0,True
CUST_01051,Small,Basic,2,29,1,4,3,2,2.9,0,False
CUST_01052,Small,Pro,4,99,2,5,4,0,4.4,0,False
CUST_01053,Small,Enterprise,7,299,2,2,6,2,4.8,0,False
CUST_01054,Medium,Basic,6,29,0,14,6,1,2.7,0,True
CUST_01055,Medium,Pro,7,99,0,6,2,1,4.5,1,True
CUST_01056,Large,Enterprise,9,299,3,3,3,0,4.7,0,False
CUST_01057,Medium,Basic,1,29,1,4,5,0,5.0,0,True
CUST_01058,Medium,Basic,10,29,11,8,5,2,3.0,0,False
CUST_01059,Small,Basic,22,29,7,7,7,0,3.3,0,False
CUST_01060,Small,Enterprise,1,299,2,1,2,1,5.0,1,True
CUST_01061,Small,Basic,11,29,10,11,8,0,3.4,0,False
CUST_01062,Large,Basic,1,29,0,8,2,2,5.0,0,False
CUST_01063,Medium,Pro,15,99,14,5,2,1,2.6,0,True
CUST_01064,Small,Basic,10,29,4,4,1,0,4.0,1,True
CUST_01065,Medium,Basic,9,29,1,9,3,1,3.9,0,False
CUST_01066,Small,Pro,23,99,0,8,5,2,3.6,0,False
CUST_01067,Medium,Basic,1,29,2,8,7,0,4.0,1,False
CUST_01068,Small,Pro,2,99,2,7,2,0,3.0,2,True
CUST_01069,Small,Enterprise,5,299,0,9,2,1,3.3,0,True
CUST_01070,Small,Pro,1,99,4,3,1,1,2.1,0,True
CUST_01071,Small,Basic,1,29,1,7,2,0,3.3,0,False
CUST_01072,Large,Basic,1,29,8,12,4,1,5.0,0,True
CUST_01073,Medium,Basic,15,29,2,9,1,3,3.1,0,False
CUST_01074,Medium,Pro,22,99,0,12,4,1,4.6,0,False
CUST_01075,Small,Basic,4,29,3,2,4,0,2.7,0,True
CUST_01076,Small,Enterprise,10,299,1,9,1,0,4.1,0,False
CUST_01077,Small,Basic,1,29,4,18,2,0,3.6,0,False
CUST_01078,Large,Basic,6,29,5,0,6,1,3.5,0,False
CUST_01079,Medium,Pro,1,99,3,9,2,3,2.5,0,True
CUST_01080,Small,Pro,17,99,1,12,3,1,2.4,0,False
CUST_01081,Medium,Basic,24,29,0,22,1,0,4.8,0,False
CUST_01082,Small,Pro,8,99,12,5,4,2,5.0,0,True
CUST_01083,Medium,Basic,1,29,0,5,7,1,3.3,0,False
CUST_01084,Large,Enterprise,15,299,12,19,1,3,4.5,0,True
CUST_01085,Medium,Enterprise,1,299,4,13,3,1,4.3,0,False
CUST_01086,Large,Pro,1,99,25,4,4,1,4.8,0,True
CUST_01087,Medium,Basic,17,29,1,4,1,1,4.5,1,True
CUST_01088,Medium,Pro,1,99,1,4,3,0,3.6,0,True
CUST_01089,Medium,Basic,5,29,5,14,8,2,3.4,1,True
CUST_01090,Small,Pro,1,99,9,7,3,2,4.1,1,False
CUST_01091,Small,Pro,3,99,0,6,3,0,4.5,0,False
CUST_01092,Small,Pro,2,99,8,7,5,1,3.0,1,False
CUST_01093,Small,Pro,2,99,1,9,4,0,5.0,0,False
CUST_01094,Small,Basic,5,29,2,15,1,2,4.8,1,False
CUST_01095,Small,Basic,12,29,0,2,3,1,2.8,0,True
CUST_01096,Small,Basic,6,29,1,8,4,1,4.5,0,False
CUST_01097,Small,Basic,14,29,5,21,8,0,4.7,0,False
CUST_01098,Small,Basic,1,29,6,11,3,0,5.0,0,False
CUST_01099,Large,Basic,3,29,5,12,3,1,2.7,0,True
CUST_01100,Small,Pro,25,99,5,11,2,1,2.6,0,False
CUST_01101,Large,Pro,5,99,0,7,1,0,1.8,1,False
CUST_01102,Medium,Basic,12,29,6,18,10,1,4.5,0,False
CUST_01103,Medium,Basic,4,29,1,6,6,1,4.9,0,False
CUST_01104,Small,Basic,1,29,0,14,2,3,3.4,0,True
CUST_01105,Medium,Basic,1,29,3,11,6,0,4.2,0,False
CUST_01106,Medium,Pro,11,99,14,3,2,0,3.5,0,True
CUST_01107,Medium,Pro,9,99,5,3,1,1,3.6,0,False
CUST_01108,Medium,Pro,2,99,1,11,6,2,4.9,0,False
CUST_01109,Medium,Enterprise,4,299,2,6,5,0,4.8,0,False
CUST_01110,Large,Basic,4,29,3,6,3,2,4.9,0,False
CUST_01111,Large,Pro,13,99,1,7,1,0,4.8,0,False
CUST_01112,Small,Basic,2,29,0,1,2,1,3.4,0,True
CUST_01113,Small,Pro,19,99,8,8,5,1,4.2,0,False
CUST_01114,Medium,Pro,21,99,0,9,2,1,4.2,1,False
CUST_01115,Small,Basic,1,29,2,1,2,0,2.6,0,True
CUST_01116,Small,Enterprise,1,299,9,16,1,1,5.0,0,True
CUST_01117,Medium,Pro,20,99,2,7,1,0,3.2,0,False
CUST_01118,Medium,Enterprise,8,299,3,11,7,0,5.0,0,False
CUST_01119,Large,Pro,8,99,1,7,4,0,2.2,0,False
CUST_01120,Medium,Basic,2,29,2,7,2,3,2.9,0,True
CUST_01121,Small,Basic,3,29,2,12,2,1,5.0,0,True
CUST_01122,Large,Basic,1,29,3,10,1,0,4.3,1,True
CUST_01123,Small,Pro,10,99,2,6,4,0,4.2,0,False
CUST_01124,Medium,Basic,1,29,1,10,1,1,2.9,0,True
CUST_01125,Large,Basic,22,29,11,7,2,0,4.5,0,False
CUST_01126,Medium,Basic,4,29,0,4,4,0,3.9,0,False
CUST_01127,Small,Enterprise,7,299,1,15,1,1,2.8,0,False
CUST_01128,Small,Basic,1,29,1,8,2,1,2.9,0,False
CUST_01129,Small,Basic,15,29,4,16,9,0,3.1,0,False
CUST_01130,Small,Basic,2,29,1,6,2,2,3.7,0,True
CUST_01131,Medium,Pro,17,99,13,15,2,0,4.0,1,True
CUST_01132,Small,Basic,17,29,0,6,3,0,3.8,0,False
CUST_01133,Small,Basic,6,29,1,14,9,0,4.0,0,False
CUST_01134,Small,Pro,11,99,3,5,3,1,2.8,0,True
CUST_01135,Small,Pro,17,99,0,17,10,2,4.1,0,False
CUST_01136,Large,Pro,8,99,3,14,1,2,5.0,0,False
CUST_01137,Small,Basic,5,29,0,11,2,1,2.5,0,True
CUST_01138,Small,Enterprise,1,299,3,21,3,2,3.1,1,True
CUST_01139,Large,Basic,11,29,3,12,4,0,5.0,1,False
CUST_01140,Small,Pro,20,99,0,17,4,3,3.6,0,False
CUST_01141,Small,Basic,1,29,5,7,3,3,3.8,0,True
CUST_01142,Medium,Basic,6,29,1,11,4,2,5.0,0,False
CUST_01143,Large,Basic,3,29,3,12,2,0,4.1,0,True
CUST_01144,Small,Pro,1,99,0,2,2,3,3.0,1,True
CUST_01145,Small,Basic,6,29,10,4,3,2,4.9,0,True
CUST_01146,Small,Pro,23,99,0,3,2,1,4.7,0,False
CUST_01147,Large,Basic,6,29,1,13,1,0,3.5,0,False
CUST_01148,Medium,Pro,3,99,2,7,7,1,4.9,2,False
CUST_01149,Small,Basic,1,29,9,10,1,1,3.6,1,True
CUST_01150,Medium,Basic,21,29,4,8,3,3,3.8,0,False
CUST_01151,Large,Basic,5,29,2,9,1,3,4.4,0,False
CUST_01152,Small,Enterprise,1,299,11,4,6,0,3.9,0,True
CUST_01153,Medium,Basic,1,29,3,12,9,0,3.0,0,False
CUST_01154,Small,Basic,1,29,27,6,3,1,4.2,0,False
CUST_01155,Large,Basic,9,29,2,12,4,1,4.2,0,False
CUST_01156,Small,Pro,2,99,7,7,8,2,4.5,1,True
CUST_01157,Small,Enterprise,5,299,5,5,1,2,5.0,0,False
CUST_01158,Small,Pro,19,99,0,4,1,1,4.9,2,False
CUST_01159,Small,Basic,1,29,6,9,4,3,2.9,0,True
CUST_01160,Small,Basic,10,29,6,4,7,0,3.0,0,False
CUST_01161,Small,Enterprise,5,299,20,8,1,0,5.0,0,False
CUST_01162,Small,Basic,3,29,5,6,1,1,3.2,0,True
CUST_01163,Small,Basic,23,29,0,7,10,0,5.0,0,False
CUST_01164,Small,Basic,2,29,1,3,4,2,4.1,0,True
CUST_01165,Small,Pro,18,99,1,11,6,2,4.0,0,False
CUST_01166,Large,Pro,10,99,2,3,5,1,4.7,0,False
CUST_01167,Small,Pro,13,99,1,2,7,1,5.0,0,True
CUST_01168,Small,Pro,1,99,13,9,3,1,5.0,0,False
CUST_01169,Small,Pro,1,99,5,12,3,1,3.2,0,False
CUST_01170,Small,Basic,13,29,0,6,2,1,3.9,0,False
CUST_01171,Large,Basic,34,29,1,5,2,0,2.9,0,True
CUST_01172,Small,Basic,17,29,1,12,8,1,2.8,0,False
CUST_01173,Small,Pro,5,99,10,5,5,0,4.0,0,False
CUST_01174,Medium,Basic,6,29,4,21,1,2,3.7,0,False
CUST_01175,Small,Pro,13,99,0,3,4,2,5.0,0,True
CUST_01176,Small,Basic,1,29,16,7,4,2,4.8,0,False
CUST_01177,Large,Basic,7,29,28,12,1,1,3.5,1,False
CUST_01178,Small,Basic,9,29,3,14,4,0,2.7,0,False
CUST_01179,Small,Pro,1,99,0,2,7,3,4.6,0,False
CUST_01180,Large,Basic,5,29,2,2,3,0,3.5,0,False
CUST_01181,Medium,Pro,4,99,11,4,2,1,5.0,0,True
CUST_01182,Small,Basic,4,29,3,14,2,2,3.1,0,True
CUST_01183,Small,Basic,22,29,10,6,3,0,4.0,0,True
CUST_01184,Large,Pro,2,99,0,12,4,1,2.7,0,True
CUST_01185,Small,Basic,21,29,4,21,2,0,4.6,0,False
CUST_01186,Small,Pro,3,99,7,10,2,1,5.0,0,False
CUST_01187,Large,Pro,5,99,6,10,6,1,4.0,0,False
CUST_01188,Small,Basic,3,29,4,12,6,0,4.2,0,True
CUST_01189,Small,Pro,15,99,12,17,7,3,4.2,0,False
CUST_01190,Medium,Basic,12,29,1,10,7,2,4.0,0,True
CUST_01191,Large,Basic,6,29,8,13,1,3,4.2,0,True
CUST_01192,Small,Pro,19,99,2,4,1,1,2.2,0,False
CUST_01193,Large,Basic,1,29,17,15,1,0,3.6,0,False
CUST_01194,Medium,Pro,14,99,7,11,3,3,3.8,0,False
CUST_01195,Medium,Pro,1,99,3,8,3,1,3.0,0,False
CUST_01196,Medium,Basic,6,29,9,5,4,0,4.3,0,False
CUST_01197,Medium,Pro,8,99,1,9,3,2,4.1,1,False
CUST_01198,Small,Basic,4,29,2,14,4,3,4.1,0,True
CUST_01199,Small,Basic,2,29,3,15,5,2,5.0,0,True
CUST_01200,Medium,Basic,1,29,8,13,7,2,3.8,0,False
CUST_01201,Large,Basic,1,29,11,3,3,0,4.4,0,True
CUST_01202,Small,Basic,25,29,8,4,4,2,3.8,0,False
CUST_01203,Small,Basic,1,29,0,7,1,2,3.1,0,True
CUST_01204,Small,Basic,16,29,14,6,1,3,3.6,1,True
CUST_01205,Medium,Pro,8,99,8,5,1,1,4.2,0,False
CUST_01206,Large,Basic,8,29,1,14,5,1,4.6,1,False
CUST_01207,Medium,Basic,3,29,1,6,7,3,5.0,1,False
